epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
24,373.004,0.64339,0.44844,1.03013,0.79378,0.67071,0.77151,0.5034,1.19437,1.1223,1.2848,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
25,387.139,0.62728,0.43441,1.02149,0.8106,0.6797,0.78026,0.51533,1.16932,1.07832,1.2779,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
26,401.348,0.62189,0.42095,1.01511,0.82837,0.65524,0.776,0.50999,1.17892,1.12298,1.28456,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
27,415.468,0.60399,0.41829,1.00667,0.78435,0.68647,0.77986,0.51291,1.18188,1.09695,1.28845,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
28,429.805,0.591,0.40373,0.99863,0.83232,0.66351,0.78268,0.51425,1.1868,1.10795,1.29311,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
29,444.155,0.58551,0.40485,0.99518,0.83381,0.65621,0.77841,0.51329,1.18532,1.11304,1.29275,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
30,458.408,0.57815,0.39518,0.99294,0.83367,0.65422,0.78178,0.51563,1.18265,1.1023,1.29137,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
31,30.6775,1.05999,1.19644,1.28291,0.80179,0.62234,0.73781,0.48303,1.22835,1.24071,1.32793,0.000494565,0.000164855,0.000494565,0.000164855,0.000494565,0.000164855,0.000494565,0.000164855
32,55.5911,0.94499,0.92393,1.20316,0.74072,0.65872,0.75003,0.48955,1.22124,1.16578,1.31588,0.000994069,0.000331356,0.000994069,0.000331356,0.000994069,0.000331356,0.000994069,0.000331356
33,77.7325,0.90524,0.85754,1.18274,0.76314,0.67847,0.74562,0.49162,1.22567,1.15882,1.31855,0.00149159,0.000497196,0.00149159,0.000497196,0.00149159,0.000497196,0.00149159,0.000497196
34,98.768,0.8897,0.80692,1.17706,0.79615,0.65679,0.76721,0.51178,1.18552,1.07994,1.28321,0.00149328,0.00049776,0.00149328,0.00049776,0.00149328,0.00049776,0.00149328,0.00049776
35,119.93,0.87204,0.79601,1.16898,0.76524,0.6749,0.76265,0.51228,1.18366,1.06075,1.28274,0.00148807,0.000496023,0.00148807,0.000496023,0.00148807,0.000496023,0.00148807,0.000496023
36,141.094,0.84494,0.76543,1.15157,0.76357,0.68867,0.7716,0.51891,1.16664,1.03959,1.2639,0.00148138,0.000493795,0.00148138,0.000493795,0.00148138,0.000493795,0.00148138,0.000493795
37,162.119,0.81886,0.74816,1.1386,0.82341,0.65402,0.78116,0.52225,1.1616,1.03194,1.25549,0.00147324,0.000491081,0.00147324,0.000491081,0.00147324,0.000491081,0.00147324,0.000491081
38,183.229,0.8186,0.73299,1.13238,0.7325,0.69492,0.77026,0.51898,1.17139,1.07279,1.27092,0.00146366,0.000487886,0.00146366,0.000487886,0.00146366,0.000487886,0.00146366,0.000487886
39,204.946,0.8082,0.71525,1.13427,0.78555,0.667,0.77077,0.51238,1.17903,1.05762,1.28378,0.00145265,0.000484218,0.00145265,0.000484218,0.00145265,0.000484218,0.00145265,0.000484218
40,225.882,0.82625,0.72476,1.13852,0.79721,0.69431,0.79088,0.52874,1.16737,1.00172,1.27342,0.00144025,0.000480083,0.00144025,0.000480083,0.00144025,0.000480083,0.00144025,0.000480083
41,246.919,0.78614,0.70472,1.11946,0.82093,0.6633,0.77709,0.52279,1.1729,1.05079,1.28027,0.00142647,0.00047549,0.00142647,0.00047549,0.00142647,0.00047549,0.00142647,0.00047549
42,267.925,0.77368,0.67228,1.10703,0.82112,0.67545,0.7958,0.52798,1.17316,1.02659,1.27326,0.00141134,0.000470447,0.00141134,0.000470447,0.00141134,0.000470447,0.00141134,0.000470447
43,289.07,0.78017,0.67342,1.11142,0.81432,0.68735,0.78539,0.52351,1.17653,1.03581,1.27574,0.0013949,0.000464966,0.0013949,0.000464966,0.0013949,0.000464966,0.0013949,0.000464966
44,310.065,0.79107,0.70633,1.1157,0.79634,0.67642,0.78019,0.52452,1.1805,1.03146,1.28201,0.00137717,0.000459057,0.00137717,0.000459057,0.00137717,0.000459057,0.00137717,0.000459057
45,330.896,0.77287,0.68075,1.11035,0.77374,0.68749,0.78897,0.52985,1.14844,1.03275,1.25758,0.0013582,0.000452732,0.0013582,0.000452732,0.0013582,0.000452732,0.0013582,0.000452732
46,351.752,0.7626,0.65785,1.09866,0.7762,0.69623,0.79151,0.52728,1.16843,1.04444,1.2751,0.00133801,0.000446003,0.00133801,0.000446003,0.00133801,0.000446003,0.00133801,0.000446003
47,372.726,0.75064,0.64833,1.09324,0.8194,0.66092,0.77775,0.51953,1.17692,1.07312,1.28445,0.00131666,0.000438885,0.00131666,0.000438885,0.00131666,0.000438885,0.00131666,0.000438885
48,393.9,0.74882,0.65246,1.086,0.7477,0.70507,0.78083,0.52925,1.16181,1.01397,1.27719,0.00129418,0.000431392,0.00129418,0.000431392,0.00129418,0.000431392,0.00129418,0.000431392
49,414.881,0.74827,0.64403,1.09523,0.82502,0.67409,0.78987,0.52992,1.13639,1.0054,1.2561,0.00127061,0.000423538,0.00127061,0.000423538,0.00127061,0.000423538,0.00127061,0.000423538
50,435.646,0.74854,0.64778,1.09588,0.78544,0.69476,0.78015,0.52417,1.16067,1.02624,1.2727,0.00124602,0.00041534,0.00124602,0.00041534,0.00124602,0.00041534,0.00124602,0.00041534
51,456.586,0.80149,0.68969,1.12185,0.77046,0.68621,0.77959,0.52575,1.15135,1.05008,1.26597,0.00122044,0.000406814,0.00122044,0.000406814,0.00122044,0.000406814,0.00122044,0.000406814
52,477.605,0.7745,0.65676,1.10727,0.80901,0.69261,0.79188,0.53289,1.14655,1.00038,1.25754,0.00119393,0.000397977,0.00119393,0.000397977,0.00119393,0.000397977,0.00119393,0.000397977
53,498.532,0.78303,0.66741,1.0998,0.79032,0.71738,0.79559,0.5268,1.17048,1.01368,1.27214,0.00116654,0.000388847,0.00116654,0.000388847,0.00116654,0.000388847,0.00116654,0.000388847
54,519.349,0.77209,0.66461,1.10324,0.79208,0.69902,0.78842,0.52702,1.161,1.04164,1.26633,0.00113833,0.000379443,0.00113833,0.000379443,0.00113833,0.000379443,0.00113833,0.000379443
55,540.217,0.7851,0.67911,1.11586,0.76116,0.71932,0.78806,0.52679,1.17258,1.01554,1.27788,0.00110935,0.000369782,0.00110935,0.000369782,0.00110935,0.000369782,0.00110935,0.000369782
56,561.188,0.77531,0.66835,1.10898,0.81219,0.69186,0.79586,0.53304,1.1597,0.99071,1.26552,0.00107966,0.000359886,0.00107966,0.000359886,0.00107966,0.000359886,0.00107966,0.000359886
57,582.257,0.789,0.67053,1.11685,0.77191,0.70891,0.77913,0.52117,1.17889,1.02541,1.27951,0.00104932,0.000349774,0.00104932,0.000349774,0.00104932,0.000349774,0.00104932,0.000349774
58,603.313,0.7761,0.65743,1.10786,0.7558,0.71114,0.78381,0.53093,1.16603,1.02697,1.26714,0.0010184,0.000339465,0.0010184,0.000339465,0.0010184,0.000339465,0.0010184,0.000339465
59,624.606,0.78097,0.67218,1.1046,0.78876,0.7083,0.79502,0.53155,1.15691,0.98812,1.26245,0.000986945,0.000328982,0.000986945,0.000328982,0.000986945,0.000328982,0.000986945,0.000328982
60,645.595,0.77596,0.65722,1.10772,0.79027,0.70271,0.79433,0.53447,1.16763,0.99531,1.27298,0.000955032,0.000318344,0.000955032,0.000318344,0.000955032,0.000318344,0.000955032,0.000318344
61,666.525,0.77319,0.65276,1.10182,0.79445,0.68136,0.78834,0.52506,1.18357,1.01296,1.2789,0.000922722,0.000307574,0.000922722,0.000307574,0.000922722,0.000307574,0.000922722,0.000307574
62,687.512,0.76635,0.64704,1.10022,0.82836,0.68101,0.79524,0.52713,1.16916,1.034,1.27679,0.000890078,0.000296693,0.000890078,0.000296693,0.000890078,0.000296693,0.000890078,0.000296693
63,708.486,0.76559,0.64356,1.10317,0.76995,0.71307,0.79601,0.52683,1.17283,1.01173,1.27149,0.000857168,0.000285723,0.000857168,0.000285723,0.000857168,0.000285723,0.000857168,0.000285723
64,729.372,0.77126,0.66375,1.11348,0.79479,0.69999,0.79053,0.52757,1.16701,1.0206,1.26983,0.000824057,0.000274686,0.000824057,0.000274686,0.000824057,0.000274686,0.000824057,0.000274686
65,750.172,0.76571,0.65728,1.10605,0.79621,0.68112,0.78628,0.52793,1.16482,1.02118,1.26829,0.000790812,0.000263604,0.000790812,0.000263604,0.000790812,0.000263604,0.000790812,0.000263604
66,771.153,0.76786,0.65416,1.10112,0.83014,0.676,0.80245,0.5343,1.15343,0.99132,1.25746,0.0007575,0.0002525,0.0007575,0.0002525,0.0007575,0.0002525,0.0007575,0.0002525
67,792.119,0.77752,0.66978,1.11261,0.79039,0.69286,0.7954,0.53652,1.15702,0.98522,1.26602,0.000724188,0.000241396,0.000724188,0.000241396,0.000724188,0.000241396,0.000724188,0.000241396
68,813.07,0.75971,0.63765,1.0992,0.77151,0.70843,0.79612,0.53802,1.16335,0.97765,1.26329,0.000690943,0.000230314,0.000690943,0.000230314,0.000690943,0.000230314,0.000690943,0.000230314
69,834.349,0.75432,0.63742,1.09724,0.76559,0.71205,0.79105,0.53141,1.1778,1.02187,1.27124,0.000657832,0.000219277,0.000657832,0.000219277,0.000657832,0.000219277,0.000657832,0.000219277
70,855.187,0.74799,0.64034,1.09906,0.82025,0.67265,0.7866,0.53343,1.17051,1.01785,1.27541,0.000624922,0.000208307,0.000624922,0.000208307,0.000624922,0.000208307,0.000624922,0.000208307
71,876.296,0.7463,0.63615,1.09796,0.79831,0.69881,0.79262,0.53481,1.16234,1.02172,1.26461,0.000592278,0.000197426,0.000592278,0.000197426,0.000592278,0.000197426,0.000592278,0.000197426
72,897.094,0.75641,0.63116,1.10315,0.79488,0.68692,0.78691,0.52648,1.17464,1.02342,1.2759,0.000559968,0.000186656,0.000559968,0.000186656,0.000559968,0.000186656,0.000559968,0.000186656
73,918.077,0.75031,0.62896,1.09127,0.76637,0.70871,0.78058,0.52535,1.17102,1.03089,1.27711,0.000528055,0.000176018,0.000528055,0.000176018,0.000528055,0.000176018,0.000528055,0.000176018
74,938.966,0.74143,0.61438,1.08742,0.7565,0.71113,0.77867,0.52272,1.18475,1.04677,1.28472,0.000496604,0.000165535,0.000496604,0.000165535,0.000496604,0.000165535,0.000496604,0.000165535
75,960.061,0.7396,0.62077,1.08753,0.80046,0.68259,0.78947,0.52664,1.17424,1.03083,1.27635,0.000465679,0.000155226,0.000465679,0.000155226,0.000465679,0.000155226,0.000465679,0.000155226
76,981.099,0.74794,0.63916,1.09669,0.75405,0.72395,0.78452,0.52197,1.17755,1.04237,1.28182,0.000435341,0.000145114,0.000435341,0.000145114,0.000435341,0.000145114,0.000435341,0.000145114
77,1002.04,0.73117,0.62346,1.08849,0.7599,0.71544,0.78491,0.52451,1.17175,1.03551,1.27633,0.000405653,0.000135218,0.000405653,0.000135218,0.000405653,0.000135218,0.000405653,0.000135218
78,1022.95,0.73769,0.62312,1.08762,0.77249,0.72543,0.79277,0.53193,1.17308,1.00605,1.27697,0.000376672,0.000125557,0.000376672,0.000125557,0.000376672,0.000125557,0.000376672,0.000125557
79,1043.93,0.74464,0.61787,1.09241,0.79078,0.69155,0.78542,0.52644,1.1746,1.03803,1.28128,0.000348459,0.000116153,0.000348459,0.000116153,0.000348459,0.000116153,0.000348459,0.000116153
80,1065.24,0.75097,0.62836,1.09219,0.80243,0.6946,0.79175,0.53125,1.16496,1.01336,1.27499,0.000321069,0.000107023,0.000321069,0.000107023,0.000321069,0.000107023,0.000321069,0.000107023
81,1086.08,0.72941,0.61736,1.08272,0.76121,0.72438,0.78235,0.52415,1.16621,1.04275,1.27454,0.000294559,9.81863e-05,0.000294559,9.81863e-05,0.000294559,9.81863e-05,0.000294559,9.81863e-05
82,1107.18,0.73166,0.61122,1.08563,0.78873,0.70683,0.78764,0.52353,1.17982,1.03699,1.28122,0.00026898,8.96602e-05,0.00026898,8.96602e-05,0.00026898,8.96602e-05,0.00026898,8.96602e-05
83,1128.08,0.73123,0.61096,1.08622,0.76803,0.72625,0.79247,0.53129,1.17768,1.01798,1.2774,0.000244386,8.1462e-05,0.000244386,8.1462e-05,0.000244386,8.1462e-05,0.000244386,8.1462e-05
84,1149.07,0.72658,0.6262,1.08413,0.78437,0.71353,0.78775,0.52946,1.17076,1.02109,1.27852,0.000220825,7.36083e-05,0.000220825,7.36083e-05,0.000220825,7.36083e-05,0.000220825,7.36083e-05
85,1170.18,0.74249,0.63336,1.09795,0.78684,0.71508,0.78703,0.52622,1.16847,1.02098,1.27727,0.000198344,6.61148e-05,0.000198344,6.61148e-05,0.000198344,6.61148e-05,0.000198344,6.61148e-05
86,1191.09,0.73067,0.61143,1.08789,0.77687,0.72202,0.79117,0.52946,1.1695,1.02456,1.27907,0.00017699,5.89967e-05,0.00017699,5.89967e-05,0.00017699,5.89967e-05,0.00017699,5.89967e-05
87,1212.09,0.74317,0.62031,1.08376,0.77624,0.72491,0.79069,0.52944,1.16666,1.0284,1.27654,0.000156805,5.22683e-05,0.000156805,5.22683e-05,0.000156805,5.22683e-05,0.000156805,5.22683e-05
88,1233.04,0.7466,0.62282,1.09366,0.77854,0.72596,0.7943,0.53103,1.17567,1.01205,1.27857,0.000137829,4.59431e-05,0.000137829,4.59431e-05,0.000137829,4.59431e-05,0.000137829,4.59431e-05
89,1253.97,0.72825,0.60946,1.08784,0.79249,0.70149,0.78768,0.53051,1.1699,1.02241,1.27622,0.000120102,4.00339e-05,0.000120102,4.00339e-05,0.000120102,4.00339e-05,0.000120102,4.00339e-05
90,1275.1,0.71719,0.59528,1.07737,0.76953,0.72505,0.79016,0.53058,1.16735,1.02266,1.27177,0.000103658,3.45526e-05,0.000103658,3.45526e-05,0.000103658,3.45526e-05,0.000103658,3.45526e-05
91,1296.88,0.58873,0.44725,0.99507,0.77695,0.70118,0.78213,0.52196,1.16721,0.96761,1.27115,8.85306e-05,2.95102e-05,8.85306e-05,2.95102e-05,8.85306e-05,2.95102e-05,8.85306e-05,2.95102e-05
92,1318.19,0.56954,0.41959,0.98362,0.79845,0.67388,0.77665,0.51766,1.16993,0.97482,1.27652,7.47506e-05,2.49169e-05,7.47506e-05,2.49169e-05,7.47506e-05,2.49169e-05,7.47506e-05,2.49169e-05
93,1338.85,0.57402,0.40971,0.99128,0.7481,0.71522,0.77619,0.51983,1.16752,0.97061,1.27403,6.23456e-05,2.07819e-05,6.23456e-05,2.07819e-05,6.23456e-05,2.07819e-05,6.23456e-05,2.07819e-05
94,1359.7,0.5618,0.40298,0.98227,0.83103,0.66067,0.77922,0.51885,1.16742,0.97927,1.27593,5.13405e-05,1.71135e-05,5.13405e-05,1.71135e-05,5.13405e-05,1.71135e-05,5.13405e-05,1.71135e-05
95,1380.53,0.56594,0.39727,0.98608,0.83332,0.65861,0.77669,0.51793,1.16737,0.98388,1.27698,4.17576e-05,1.39192e-05,4.17576e-05,1.39192e-05,4.17576e-05,1.39192e-05,4.17576e-05,1.39192e-05
96,1401.47,0.55832,0.39426,0.98175,0.82409,0.66118,0.7756,0.51708,1.16736,0.98783,1.27723,3.3616e-05,1.12053e-05,3.3616e-05,1.12053e-05,3.3616e-05,1.12053e-05,3.3616e-05,1.12053e-05
97,1422.24,0.56402,0.40292,0.98204,0.82346,0.65748,0.7823,0.52084,1.15915,0.9836,1.2704,2.69323e-05,8.97743e-06,2.69323e-05,8.97743e-06,2.69323e-05,8.97743e-06,2.69323e-05,8.97743e-06
98,1443.08,0.55555,0.39709,0.98174,0.76957,0.69278,0.77968,0.52085,1.16116,0.98701,1.27244,2.17198e-05,7.23993e-06,2.17198e-05,7.23993e-06,2.17198e-05,7.23993e-06,2.17198e-05,7.23993e-06
