epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,343.969,0.88258,0.76707,0.01234,0.7957,0.66553,0.74414,0.52303,1.16354,1.30772,0.01625,0.00142647,0.00047549,0.00142647,0.00047549,0.00142647,0.00047549,0.00142647,0.00047549
12,373.285,0.85427,0.73112,0.01191,0.84735,0.63309,0.75611,0.53088,1.1403,1.32024,0.01581,0.00141134,0.000470447,0.00141134,0.000470447,0.00141134,0.000470447,0.00141134,0.000470447
13,402.195,0.85593,0.73296,0.01182,0.79518,0.66322,0.75937,0.52716,1.17488,1.29121,0.0164,0.0013949,0.000464966,0.0013949,0.000464966,0.0013949,0.000464966,0.0013949,0.000464966
14,431.348,0.88791,0.7805,0.01238,0.87402,0.63924,0.76254,0.53225,1.1583,1.27091,0.01607,0.00137717,0.000459057,0.00137717,0.000459057,0.00137717,0.000459057,0.00137717,0.000459057
15,460.663,0.86617,0.76091,0.01209,0.81663,0.66524,0.74842,0.52886,1.14799,1.2993,0.01594,0.0013582,0.000452732,0.0013582,0.000452732,0.0013582,0.000452732,0.0013582,0.000452732
16,489.952,0.85401,0.71519,0.01169,0.75926,0.68797,0.74605,0.51617,1.18094,1.31117,0.01644,0.00133801,0.000446003,0.00133801,0.000446003,0.00133801,0.000446003,0.00133801,0.000446003
17,518.951,0.8489,0.71874,0.01178,0.79979,0.66016,0.74265,0.5199,1.1572,1.32634,0.01621,0.00131666,0.000438885,0.00131666,0.000438885,0.00131666,0.000438885,0.00131666,0.000438885
18,547.972,0.85178,0.73663,0.01164,0.80582,0.66855,0.75476,0.53023,1.14645,1.2865,0.01591,0.00129418,0.000431392,0.00129418,0.000431392,0.00129418,0.000431392,0.00129418,0.000431392
19,577.451,0.85699,0.72898,0.01177,0.83328,0.6443,0.76227,0.53318,1.15836,1.28556,0.01612,0.00127061,0.000423538,0.00127061,0.000423538,0.00127061,0.000423538,0.00127061,0.000423538
20,606.363,0.85055,0.73964,0.01188,0.85422,0.6342,0.75706,0.5276,1.14918,1.30209,0.01602,0.00124602,0.00041534,0.00124602,0.00041534,0.00124602,0.00041534,0.00124602,0.00041534
21,635.221,0.89947,0.77542,0.01253,0.84244,0.65281,0.74959,0.52286,1.1678,1.30513,0.01622,0.00122044,0.000406814,0.00122044,0.000406814,0.00122044,0.000406814,0.00122044,0.000406814
22,663.886,0.85882,0.72509,0.01194,0.78923,0.68277,0.75565,0.53249,1.1541,1.28831,0.01601,0.00119393,0.000397977,0.00119393,0.000397977,0.00119393,0.000397977,0.00119393,0.000397977
23,692.892,0.88038,0.75966,0.01208,0.80963,0.66566,0.75375,0.53271,1.15262,1.26656,0.01594,0.00116654,0.000388847,0.00116654,0.000388847,0.00116654,0.000388847,0.00116654,0.000388847
24,722.091,0.86489,0.74204,0.01201,0.81175,0.6589,0.75823,0.53628,1.15159,1.25124,0.01597,0.00113833,0.000379443,0.00113833,0.000379443,0.00113833,0.000379443,0.00113833,0.000379443
25,751,0.8736,0.76507,0.01226,0.77185,0.6801,0.75475,0.52638,1.16149,1.3023,0.01614,0.00110935,0.000369782,0.00110935,0.000369782,0.00110935,0.000369782,0.00110935,0.000369782
26,779.902,0.86232,0.76561,0.01201,0.81238,0.66788,0.76203,0.52941,1.16331,1.2622,0.01626,0.00107966,0.000359886,0.00107966,0.000359886,0.00107966,0.000359886,0.00107966,0.000359886
27,808.859,0.87901,0.77275,0.01242,0.7813,0.68722,0.76412,0.53102,1.17712,1.23219,0.01635,0.00104932,0.000349774,0.00104932,0.000349774,0.00104932,0.000349774,0.00104932,0.000349774
28,837.891,0.87328,0.75096,0.01226,0.80542,0.67327,0.75655,0.52945,1.16206,1.29243,0.0162,0.0010184,0.000339465,0.0010184,0.000339465,0.0010184,0.000339465,0.0010184,0.000339465
29,866.806,0.87031,0.75352,0.012,0.8096,0.67446,0.75983,0.53396,1.15763,1.24413,0.01609,0.000986945,0.000328982,0.000986945,0.000328982,0.000986945,0.000328982,0.000986945,0.000328982
30,896.193,0.86428,0.75251,0.01196,0.80453,0.67575,0.75983,0.53382,1.15881,1.2598,0.01613,0.000955032,0.000318344,0.000955032,0.000318344,0.000955032,0.000318344,0.000955032,0.000318344
31,925.087,0.86862,0.72581,0.01192,0.80907,0.68053,0.75963,0.52909,1.16477,1.27439,0.01619,0.000922722,0.000307574,0.000922722,0.000307574,0.000922722,0.000307574,0.000922722,0.000307574
32,954.148,0.85614,0.71742,0.01196,0.82369,0.6706,0.76862,0.54002,1.15628,1.23885,0.01618,0.000890078,0.000296693,0.000890078,0.000296693,0.000890078,0.000296693,0.000890078,0.000296693
33,983.266,0.86255,0.73571,0.01217,0.83015,0.65778,0.7618,0.53276,1.16391,1.26911,0.01613,0.000857168,0.000285723,0.000857168,0.000285723,0.000857168,0.000285723,0.000857168,0.000285723
34,1012.16,0.8622,0.74303,0.01214,0.82141,0.65892,0.75648,0.53087,1.16843,1.26285,0.01632,0.000824057,0.000274686,0.000824057,0.000274686,0.000824057,0.000274686,0.000824057,0.000274686
35,1041.26,0.8645,0.74444,0.01188,0.84522,0.64932,0.75664,0.53413,1.1603,1.28116,0.01611,0.000790812,0.000263604,0.000790812,0.000263604,0.000790812,0.000263604,0.000790812,0.000263604
36,1070.57,0.86171,0.74433,0.01192,0.82769,0.67116,0.75971,0.536,1.15878,1.24998,0.01612,0.0007575,0.0002525,0.0007575,0.0002525,0.0007575,0.0002525,0.0007575,0.0002525
37,1100.04,0.8894,0.75642,0.01264,0.78444,0.68614,0.76302,0.53676,1.16206,1.25805,0.01619,0.000724188,0.000241396,0.000724188,0.000241396,0.000724188,0.000241396,0.000724188,0.000241396
38,1129.08,0.85138,0.71948,0.01189,0.80581,0.6848,0.76495,0.53643,1.16419,1.24009,0.01624,0.000690943,0.000230314,0.000690943,0.000230314,0.000690943,0.000230314,0.000690943,0.000230314
39,1157.91,0.86145,0.72098,0.01194,0.78888,0.6755,0.7589,0.52473,1.16824,1.29717,0.0163,0.000657832,0.000219277,0.000657832,0.000219277,0.000657832,0.000219277,0.000657832,0.000219277
40,1186.94,0.85302,0.72599,0.01193,0.808,0.68145,0.76298,0.53669,1.16869,1.25992,0.01629,0.000624922,0.000208307,0.000624922,0.000208307,0.000624922,0.000208307,0.000624922,0.000208307
41,1215.68,0.84169,0.71726,0.01185,0.78904,0.68537,0.76028,0.53106,1.16763,1.28605,0.01616,0.000592278,0.000197426,0.000592278,0.000197426,0.000592278,0.000197426,0.000592278,0.000197426
42,1245.04,0.85327,0.69442,0.0121,0.79738,0.67188,0.76005,0.53352,1.17676,1.25418,0.0163,0.000559968,0.000186656,0.000559968,0.000186656,0.000559968,0.000186656,0.000559968,0.000186656
43,1273.97,0.86001,0.71917,0.01189,0.80202,0.67436,0.76299,0.53561,1.16757,1.26417,0.01624,0.000528055,0.000176018,0.000528055,0.000176018,0.000528055,0.000176018,0.000528055,0.000176018
44,1303.84,0.83538,0.68963,0.01184,0.79764,0.67913,0.76042,0.53574,1.16698,1.2769,0.01625,0.000496604,0.000165535,0.000496604,0.000165535,0.000496604,0.000165535,0.000496604,0.000165535
45,1332.7,0.83862,0.69985,0.01139,0.81368,0.67533,0.76766,0.5398,1.17156,1.24121,0.01629,0.000465679,0.000155226,0.000465679,0.000155226,0.000465679,0.000155226,0.000465679,0.000155226
46,1361.9,0.85395,0.72508,0.01188,0.80633,0.68285,0.766,0.53782,1.17099,1.26243,0.01638,0.000435341,0.000145114,0.000435341,0.000145114,0.000435341,0.000145114,0.000435341,0.000145114
47,1390.96,0.83291,0.70872,0.0115,0.80601,0.6865,0.76249,0.53649,1.17547,1.24157,0.01651,0.000405653,0.000135218,0.000405653,0.000135218,0.000405653,0.000135218,0.000405653,0.000135218
48,1420.22,0.83215,0.70233,0.01166,0.79689,0.66715,0.76259,0.53586,1.16651,1.25328,0.01621,0.000376672,0.000125557,0.000376672,0.000125557,0.000376672,0.000125557,0.000376672,0.000125557
49,1449.47,0.84238,0.70084,0.01173,0.7974,0.68347,0.76058,0.53337,1.16298,1.28506,0.01612,0.000348459,0.000116153,0.000348459,0.000116153,0.000348459,0.000116153,0.000348459,0.000116153
50,1479.16,0.85469,0.72008,0.01173,0.81113,0.67166,0.7633,0.53457,1.16728,1.26083,0.01627,0.000321069,0.000107023,0.000321069,0.000107023,0.000321069,0.000107023,0.000321069,0.000107023
51,1508.51,0.82955,0.70492,0.01139,0.79798,0.6772,0.76291,0.53324,1.16861,1.26348,0.0163,0.000294559,9.81863e-05,0.000294559,9.81863e-05,0.000294559,9.81863e-05,0.000294559,9.81863e-05
52,1537.62,0.83239,0.70687,0.01162,0.79549,0.68321,0.76276,0.53212,1.16705,1.28324,0.01625,0.00026898,8.96602e-05,0.00026898,8.96602e-05,0.00026898,8.96602e-05,0.00026898,8.96602e-05
53,1566.39,0.83244,0.69543,0.01138,0.80025,0.67351,0.76158,0.5313,1.17024,1.26929,0.0163,0.000244386,8.1462e-05,0.000244386,8.1462e-05,0.000244386,8.1462e-05,0.000244386,8.1462e-05
54,1595.36,0.8241,0.71546,0.01149,0.80923,0.6754,0.76433,0.53449,1.1656,1.27196,0.01622,0.000220825,7.36083e-05,0.000220825,7.36083e-05,0.000220825,7.36083e-05,0.000220825,7.36083e-05
55,1624.25,0.8597,0.7203,0.01217,0.81594,0.68254,0.76586,0.53329,1.16706,1.26509,0.01626,0.000198344,6.61148e-05,0.000198344,6.61148e-05,0.000198344,6.61148e-05,0.000198344,6.61148e-05
56,1653.65,0.83321,0.70776,0.01165,0.79848,0.69223,0.76607,0.53701,1.16561,1.27,0.0162,0.00017699,5.89967e-05,0.00017699,5.89967e-05,0.00017699,5.89967e-05,0.00017699,5.89967e-05
57,1683.11,0.84772,0.70897,0.01151,0.80393,0.67868,0.76059,0.53163,1.16932,1.2811,0.01624,0.000156805,5.22683e-05,0.000156805,5.22683e-05,0.000156805,5.22683e-05,0.000156805,5.22683e-05
58,1712.1,0.84022,0.71429,0.01176,0.80326,0.68797,0.76465,0.53356,1.16867,1.25141,0.01627,0.000137829,4.59431e-05,0.000137829,4.59431e-05,0.000137829,4.59431e-05,0.000137829,4.59431e-05
59,1741.1,0.83159,0.68439,0.01152,0.80755,0.68682,0.77096,0.53564,1.17194,1.24981,0.01631,0.000120102,4.00339e-05,0.000120102,4.00339e-05,0.000120102,4.00339e-05,0.000120102,4.00339e-05
60,1770,0.81746,0.67247,0.01126,0.80154,0.68331,0.76451,0.53196,1.17192,1.25829,0.0163,0.000103658,3.45526e-05,0.000103658,3.45526e-05,0.000103658,3.45526e-05,0.000103658,3.45526e-05
61,1800.34,0.64587,0.38377,0.01191,0.81334,0.6829,0.77435,0.53167,1.20577,1.10079,0.01683,8.85306e-05,2.95102e-05,8.85306e-05,2.95102e-05,8.85306e-05,2.95102e-05,8.85306e-05,2.95102e-05
62,1829.15,0.63413,0.36151,0.01149,0.80612,0.68689,0.77202,0.53286,1.20342,1.11142,0.01678,7.47506e-05,2.49169e-05,7.47506e-05,2.49169e-05,7.47506e-05,2.49169e-05,7.47506e-05,2.49169e-05
